fjöldi	4.533348279340881	
líf	2.7629681730262	
þyngd	2.7142857142857144	
venja	2.4937550689375505	
tími	2.1589253924583267	
vissa	1.8596008258774948	
tenging	1.8256216038201878	
vídd	1.8149451018015137	
samanburður	1.6843739220420835	
aldur	1.6471385950637374	
samræmi	1.5460256760447966	
hljóð	1.5150135192827665	
einkenni	1.405800812591758	
ástand	1.3209971236816875	
samúð	1.320788691815972	
tilfinning	1.285252119589469	
hraði	1.2780990696504904	
veður	1.2751423149905123	
mat	1.2251304202930131	
mengun	1.2221360728823416	
hegðun	1.2198738708027952	
líkamsástand	1.2155053974484789	
líkamstilfinning	1.2096440872560275	
líkamsgerð	1.1783102637764429	
heild	1.1534422403733955	
birta	1.143993389112695	
nákvæmni	1.1307856272838002	
virkni	1.0909667194928685	
staðsetning	1.0806319244973328	
dýrseðli	1.06027293404094	
lykt	1.0528779950426879	
rúmdreifing	1.0175399644760212	
erfiði	1.0085715963130395	
gáfur	1.0067816979998283	
hitastig	0.9997751293006522	
raki	0.96	
útlit	0.9431035613563324	
hæfni	0.9318311466058186	
jafnvægi	0.9123398516520567	
þroski	0.9079623287671232	
afleiðsla	0.9057544801018127	
heilsa	0.8977868375072802	
áferð	0.8896137787056367	
samband	0.8879045996592845	
tilvísun	0.8694123556002009	
nauðsyn	0.858934464875059	
félagsstaða	0.8569313344438275	
hreyfing	0.8552906733584275	
gildi	0.8488465593338456	
bragð	0.8470668023058664	
reynsla	0.8129807043583862	
tilhneiging	0.8010665430095062	
verð	0.797513141932875	
eðli	0.7915525315896439	
örvun	0.7784870811465483	
eðliseiginleiki	0.7773363997491114	
hagnýtni	0.7721248101615352	
kyn	0.7550392893747865	
svæði	0.7541899441340782	
neitun	0.7463268365817092	
uppruni	0.7297475229599394	
öryggi	0.7086543189641042	
gagn	0.6926710097719869	
stjórnmál	0.6917859272510435	
trú	0.6737239642938888	
uppskera	0.6601761460101867	
hamur	0.6469065493140047	
lögun	0.6306412369515737	
stefna	0.6150613357564744	
tala	0.5771550640864539	
litur	0.5322270493554591	
efniseiginleiki	0.5264325323475046	
tilvera	0.5066691367173027	
regla	0.48270016517430236	
ástæða	0.2900833397048704	
ríki	0.09593792047510788	
