fjöldi	4.954273162939297	
tala	3.395611977369946	
vissa	2.269993164730007	
aldur	1.9656320375991383	
hraði	1.9612619379761778	
tenging	1.9279059449866904	
vídd	1.6661708290926172	
samræmi	1.487661937075879	
erfiði	1.4120175027348023	
venja	1.3996984318455972	
ástand	1.3655066754213177	
líkamsástand	1.3553956834532375	
mengun	1.3267074413863404	
samúð	1.29408708303024	
hljóð	1.2870171673819744	
staðsetning	1.2817181014257355	
tilfinning	1.2253597610643496	
tilvísun	1.1916077927638622	
líkamstilfinning	1.159262915432708	
félagsstaða	1.144567901234568	
nákvæmni	1.1270762780196741	
birta	1.1246197305519339	
hegðun	1.1041635222837922	
líkamsgerð	1.0874613959234094	
áferð	1.051418439716312	
tilvera	1.0512699905926624	
heilsa	1.0492533403196227	
veður	1.0460385438972162	
nauðsyn	1.0380717925230434	
þroski	1.0269642026964203	
rúmdreifing	1.013254915730337	
virkni	1.0083869164103998	
þyngd	0.9955814420566379	
raki	0.9911668991166899	
útlit	0.9861381601558025	
líf	0.9596881959910913	
jafnvægi	0.9215358931552587	
gáfur	0.9194140740428047	
hitastig	0.8993927457738389	
bragð	0.8844854070660523	
heild	0.8789353176874642	
uppruni	0.8717682074084699	
uppskera	0.8657642413987592	
tilhneiging	0.8519472159639524	
gildi	0.8331298930886438	
hreyfing	0.8206496519721578	
lykt	0.8068985849056604	
örvun	0.7964748271496738	
tími	0.7938944172710406	
samband	0.7868088538399498	
reynsla	0.7726873653124751	
eðliseiginleiki	0.758285018967862	
öryggi	0.7516360482535678	
hæfni	0.7389252549855382	
kyn	0.7326086956521739	
svæði	0.7272408963585434	
verð	0.7188327999724717	
stefna	0.7093162137951627	
eðli	0.6824878694309661	
gagn	0.6795851528384279	
hagnýtni	0.6763628289108471	
litur	0.6301040144416745	
trú	0.6241166406308116	
stjórnmál	0.6226395677900695	
dýrseðli	0.5499276410998553	
lögun	0.5392305362011511	
efniseiginleiki	0.5025299600532623	
hamur	0.5001140771161305	
regla	0.4184013087380832	
ástæða	0.3064114458713804	
ríki	0.10248517240601673	
